question_id,model,turn,GPT-4-Turbo,GPT-4o,GPT-4.1,GPT-5.1
64,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,6.0
67,shisa-ai/shisa-v2-llama3.3-70b,1,9.0,9.0,9.0,7.0
63,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,10.0,9.0,9.0
1,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,9.0,9.0
78,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,10.0,5.0
66,Qwen/Qwen3-8B,2,10.0,9.0,10.0,7.0
42,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,8.0,10.0,8.0
34,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,10.0
60,shisa-ai/shisa-v2.1-llama3.3-70b,1,9.0,10.0,10.0,9.0
54,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,9.0,9.0,9.0,8.0
48,shisa-ai/shisa-v2-mistral-small-24b,1,2.0,2.0,2.0,2.0
3,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,10.0,10.0,9.0
65,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,6.0,8.0,4.0
45,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,3.0,3.0,2.0
27,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,10.0,5.0
7,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,10.0
78,meta-llama/Llama-3.3-70B-Instruct,2,4.0,4.0,6.0,4.0
74,shisa-ai/shisa-v2-unphi4-14b,1,9.0,9.0,10.0,8.0
47,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,10.0,10.0,10.0
50,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,10.0
17,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,9.0,7.0
43,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,8.0,9.0,7.0
23,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,9.0,10.0,7.0
51,Qwen/Qwen3-8B,1,9.0,9.0,10.0,7.0
61,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,10.0,9.0
37,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,10.0,10.0,10.0
49,Qwen/Qwen3-8B,2,10.0,10.0,10.0,9.0
79,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,9.0,9.0,7.0
25,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,8.0,9.0,6.0
72,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,10.0,10.0,8.0
28,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,9.0,10.0,7.0
57,shisa-ai/shisa-v2-unphi4-14b,2,10.0,9.0,8.0,3.0
65,shisa-ai/shisa-v2-qwen2.5-7b,1,4.0,6.0,6.0,3.0
13,shisa-ai/shisa-v2.1-llama3.2-3b,1,4.0,6.0,6.0,3.0
31,shisa-ai/shisa-v2-mistral-small-24b,1,6.0,7.0,9.0,8.0
14,Qwen/Qwen3-8B,1,10.0,9.0,9.0,9.0
10,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,9.0,8.0
61,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,9.0,6.0
53,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,9.0,9.0,3.0
33,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,10.0
30,shisa-ai/shisa-v2-mistral-nemo-12b,1,4.0,3.0,2.0,2.0
78,shisa-ai/shisa-v2-llama3.1-8b,1,9.0,9.0,9.0,6.0
26,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,10.0,3.0
64,shisa-ai/shisa-v2.1-unphi4-14b,2,9.0,6.0,7.0,3.0
44,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,6.0,7.0,6.0
62,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,9.0,9.0,4.0
51,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,9.0,10.0,8.0
55,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,8.0
11,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,8.0,9.0,8.0
71,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,6.0
40,shisa-ai/shisa-v2-unphi4-14b,2,10.0,7.0,9.0,8.0
16,shisa-ai/shisa-v2-llama3.3-70b,2,10.0,10.0,10.0,4.0
48,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,10.0
67,shisa-ai/shisa-v2.1-llama3.3-70b,2,9.0,8.0,7.0,6.0
14,shisa-ai/shisa-v2-mistral-small-24b,1,7.0,8.0,8.0,7.0
5,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,7.0,3.0,3.0
17,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,10.0,9.0
27,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,9.0,10.0,9.0
13,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,9.0,9.0,8.0
44,meta-llama/Llama-3.3-70B-Instruct,2,2.0,3.0,3.0,3.0
66,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
61,shisa-ai/shisa-v2-llama3.1-8b,1,9.0,9.0,9.0,7.0
68,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,9.0,8.0
47,shisa-ai/shisa-v2.1-unphi4-14b,2,2.0,3.0,3.0,3.0
58,Qwen/Qwen3-8B,2,10.0,9.0,7.0,5.0
38,Qwen/Qwen3-8B,1,10.0,10.0,10.0,10.0
77,meta-llama/Llama-3.1-405B-Instruct,2,10.0,3.0,3.0,4.0
34,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,10.0,9.0
74,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,10.0,8.0
54,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,8.0
75,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,6.0,6.0,4.0
1,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,9.0,9.0,9.0
79,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,10.0,7.5
50,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,9.0,9.0
78,shisa-ai/shisa-v2.1-qwen3-8b,1,9.0,9.0,10.0,8.0
17,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,10.0,10.0,10.0
46,shisa-ai/shisa-v2-unphi4-14b,1,2.0,3.0,2.0,2.0
46,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,2.0,2.0,3.0,2.0
10,shisa-ai/shisa-v2-qwen2.5-32b,1,3.0,6.0,7.0,4.0
66,meta-llama/Llama-3.1-405B-Instruct,1,10.0,10.0,9.0,6.0
51,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,9.0,10.0,8.0
49,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,10.0,10.0,10.0
64,shisa-ai/shisa-v2-llama3.1-8b,2,3.0,3.0,2.0,2.0
44,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,8.0,8.0,7.0
39,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,10.0,10.0,10.0
40,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,10.0
37,shisa-ai/shisa-v2-mistral-nemo-12b,2,4.0,7.0,7.0,6.0
64,shisa-ai/shisa-v2.1-lfm2-1.2b,1,6.0,7.0,5.0,4.0
50,meta-llama/Llama-3.3-70B-Instruct,1,10.0,10.0,10.0,9.0
15,shisa-ai/shisa-v2.1-llama3.3-70b,1,10.0,10.0,10.0,10.0
38,shisa-ai/shisa-v2-mistral-small-24b,1,3.0,8.0,10.0,10.0
61,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,9.0,6.0
53,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,10.0,4.0
29,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,10.0,5.0
9,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,4.0,4.0,4.0,3.0
9,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,9.0
17,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,9.0,9.0,9.0
21,Qwen/Qwen3-8B,1,9.0,9.0,10.0,7.0
41,Qwen/Qwen3-8B,2,2.0,2.0,2.0,3.0
57,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,9.0,6.0
20,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,10.0,4.0,10.0
29,shisa-ai/shisa-v2-unphi4-14b,1,8.0,9.0,9.0,6.0
71,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,9.0,9.0,8.0
64,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,10.0,9.0,8.0
37,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,10.0,10.0,10.0
69,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,8.0
49,meta-llama/Llama-3.1-405B-Instruct,1,9.0,8.0,8.0,7.0
6,Qwen/Qwen3-8B,1,10.0,10.0,10.0,6.0
53,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,8.0,4.0
47,shisa-ai/shisa-v2-llama3.1-8b,2,2.0,3.0,3.0,3.0
34,shisa-ai/shisa-v2-qwen2.5-32b,2,3.0,3.0,3.0,3.0
22,shisa-ai/shisa-v2-mistral-nemo-12b,1,7.0,9.0,8.0,4.0
23,shisa-ai/shisa-v2-qwen2.5-7b,1,8.0,9.0,7.0,3.0
33,meta-llama/Llama-3.3-70B-Instruct,1,10.0,10.0,10.0,10.0
27,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,9.0
77,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,3.0,3.0,3.0
44,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,10.0,10.0,4.0
78,shisa-ai/shisa-v2-qwen2.5-32b,1,9.0,9.0,10.0,8.0
64,LiquidAI/LFM2-1.2B,1,9.0,7.0,7.0,6.0
36,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,10.0,10.0,10.0
12,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,9.0,8.0,7.0,5.0
24,Qwen/Qwen3-8B,2,10.0,9.0,10.0,7.0
4,Qwen/Qwen3-8B,1,10.0,10.0,10.0,10.0
56,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,9.0,10.0,9.0
68,Qwen/Qwen3-8B,1,10.0,10.0,10.0,8.0
3,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,10.0,10.0,10.0
75,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,9.0,4.0
29,LiquidAI/LFM2-1.2B,2,10.0,9.0,3.0,3.0
16,meta-llama/Llama-3.3-70B-Instruct,2,10.0,6.0,10.0,3.0
32,shisa-ai/shisa-v2-unphi4-14b,2,10.0,10.0,10.0,10.0
5,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,10.0,10.0,8.0
8,shisa-ai/shisa-v2-llama3.3-70b,2,9.0,3.0,7.0,3.0
47,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,1,10.0,8.0,10.0,10.0
6,shisa-ai/shisa-v2-mistral-small-24b,1,10.0,9.0,9.0,8.0
80,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,10.0,8.0
76,shisa-ai/shisa-v2-unphi4-14b,1,9.0,9.0,10.0,8.0
52,shisa-ai/shisa-v2-llama3.3-70b,1,9.0,9.0,9.0,7.0
47,LiquidAI/LFM2-1.2B,2,1.0,2.0,2.0,1.0
52,meta-llama/Llama-3.1-405B-Instruct,2,9.0,9.0,9.0,8.0
6,LiquidAI/LFM2-1.2B,1,2.0,3.0,3.0,2.0
19,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,8.0,7.0,4.0
36,meta-llama/Llama-3.3-70B-Instruct,2,2.0,3.0,6.0,6.0
26,shisa-ai/shisa-v2-qwen2.5-7b,2,10.0,9.0,9.0,3.0
58,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
38,Qwen/Qwen3-30B-A3B-Instruct-2507,1,3.0,5.0,10.0,9.0
53,shisa-ai/shisa-v2-llama3.1-8b,1,7.0,9.0,8.0,3.0
1,shisa-ai/shisa-v2.1-llama3.3-70b,2,10.0,9.0,8.0,8.0
60,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,10.0,8.0
61,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,9.0,9.0
60,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,9.0,9.0,9.0,8.0
50,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,10.0
71,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,4.0,4.0
12,LiquidAI/LFM2-1.2B,2,10.0,6.0,5.0,4.0
46,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,10.0,10.0,10.0
67,shisa-ai/shisa-v2-qwen2.5-7b,2,9.0,4.0,7.0,4.0
15,shisa-ai/shisa-v2-unphi4-14b,2,10.0,10.0,10.0,9.0
56,LiquidAI/LFM2-1.2B,1,9.0,9.0,9.0,7.0
35,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,10.0
35,meta-llama/Llama-3.1-405B-Instruct,2,10.0,10.0,10.0,10.0
2,shisa-ai/shisa-v2.1-unphi4-14b,2,10.0,10.0,9.0,9.0
58,meta-llama/Llama-3.1-405B-Instruct,1,9.0,9.0,8.0,7.0
37,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,10.0,10.0,10.0
41,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,3.0,3.0,3.0
21,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,9.0,10.0,7.0
36,shisa-ai/shisa-v2-llama3.1-8b,1,3.0,5.0,6.0,4.0
43,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,8.0,9.0,7.0
43,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,8.0,4.0
44,shisa-ai/shisa-v2-qwen2.5-32b,1,3.0,3.0,3.0,9.0
29,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,9.0,4.0
9,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,7.0
53,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,8.0,7.0,3.0
33,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,9.0
76,meta-llama/Llama-3.1-405B-Instruct,1,8.0,9.0,7.0,6.0
73,shisa-ai/shisa-v2-mistral-nemo-12b,1,9.0,9.0,9.0,7.0
13,Qwen/Qwen3-8B,1,10.0,10.0,10.0,10.0
77,Qwen/Qwen3-8B,1,9.0,9.0,10.0,5.0
75,Qwen/Qwen3-8B,2,10.0,9.0,9.0,4.0
6,Qwen/Qwen3-30B-A3B-Instruct-2507,1,9.0,10.0,10.0,9.0
19,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,4.0,4.0,4.0
39,shisa-ai/shisa-v2.1-lfm2-1.2b,2,9.0,8.0,8.0,7.0
18,shisa-ai/shisa-v2-llama3.3-70b,1,9.0,9.0,10.0,9.0
9,shisa-ai/shisa-v2-qwen2.5-32b,1,4.0,9.0,8.0,6.0
68,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,7.0
69,meta-llama/Llama-3.3-70B-Instruct,1,9.0,9.0,9.0,8.0
41,meta-llama/Llama-3.1-405B-Instruct,1,10.0,10.0,10.0,10.0
63,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,9.0
32,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,10.0,10.0,10.0
8,shisa-ai/shisa-v2.1-unphi4-14b,1,7.0,9.0,7.0,3.0
24,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,9.0
4,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,10.0
26,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,10.0,9.0,9.0,3.0
26,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,10.0,9.0,9.0,3.0
15,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,10.0
12,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,10.0,10.0,7.0
76,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,9.0,9.0,10.0,8.0
72,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,10.0,8.0
60,Qwen/Qwen3-8B,2,10.0,9.0,10.0,8.0
40,Qwen/Qwen3-8B,1,10.0,10.0,10.0,10.0
36,shisa-ai/shisa-v2.1-qwen3-8b,2,2.0,2.0,2.0,2.0
16,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,9.0,5.0,3.0
76,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,9.0,3.0,8.0
56,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,7.0
59,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,8.0,9.0,6.0
59,meta-llama/Llama-3.1-405B-Instruct,2,3.0,4.0,4.0,3.0
5,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,10.0,8.0
67,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,2,9.0,7.0,8.0,5.0
67,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,2,9.0,8.0,9.0,5.0
8,meta-llama/Llama-3.3-70B-Instruct,2,6.0,4.0,7.0,3.0
2,shisa-ai/shisa-v2-llama3.1-8b,2,10.0,9.0,3.0,4.0
1,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,9.0
72,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,9.0,7.0
52,meta-llama/Llama-3.3-70B-Instruct,1,9.0,8.0,6.0,6.0
66,shisa-ai/shisa-v2-unphi4-14b,2,10.0,9.0,10.0,8.0
39,LiquidAI/LFM2-1.2B,2,2.0,4.0,4.0,3.0
24,meta-llama/Llama-3.1-405B-Instruct,1,10.0,9.0,9.0,6.0
66,shisa-ai/shisa-v2.1-lfm2-1.2b,2,10.0,9.0,6.0,3.0
15,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,10.0,10.0,9.0,9.0
46,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,10.0,10.0,10.0
55,shisa-ai/shisa-v2.1-unphi4-14b,1,10.0,9.0,9.0,6.0
43,Qwen/Qwen3-8B,2,10.0,9.0,10.0,8.0
11,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,10.0,10.0,9.0
32,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,10.0,10.0
19,shisa-ai/shisa-v2.1-qwen3-8b,2,10.0,4.0,4.0,4.0
53,shisa-ai/shisa-v2-qwen2.5-32b,1,9.0,9.0,9.0,6.0
63,LiquidAI/LFM2-1.2B,1,9.0,10.0,7.0,6.0
23,Qwen/Qwen3-8B,1,10.0,9.0,10.0,6.0
70,meta-llama/Llama-3.3-70B-Instruct,2,9.0,7.0,7.0,4.0
64,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,3.0
51,shisa-ai/shisa-v2-unphi4-14b,2,10.0,9.0,10.0,5.0
31,shisa-ai/shisa-v2-unphi4-14b,1,10.0,10.0,10.0,10.0
7,meta-llama/Llama-3.1-405B-Instruct,2,10.0,7.0,6.0,4.0
8,shisa-ai/shisa-v2-llama3.1-8b,1,2.0,2.0,2.0,2.0
35,meta-llama/Llama-3.3-70B-Instruct,1,2.0,2.0,3.0,2.0
55,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,7.0,6.0
27,shisa-ai/shisa-v2-llama3.3-70b,1,10.0,10.0,10.0,9.0
22,LiquidAI/LFM2-1.2B,2,10.0,9.0,8.0,6.0
72,shisa-ai/shisa-v2-llama3.1-8b,1,9.0,9.0,8.0,4.0
29,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,7.0
9,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,8.0
56,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,9.0,5.0
13,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,10.0
22,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,9.0,10.0,8.0
26,Qwen/Qwen3-8B,2,10.0,9.0,9.0,3.0
15,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,10.0,9.0
36,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,9.0,10.0
63,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,10.0,9.0
77,Qwen/Qwen3-30B-A3B-Instruct-2507,1,9.0,9.0,10.0,8.0
75,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
70,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,9.0,9.0,6.0
65,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,9.0,7.0
66,shisa-ai/shisa-v2-qwen2.5-7b,1,10.0,10.0,10.0,6.0
14,shisa-ai/shisa-v2-unphi4-14b,1,10.0,10.0,10.0,10.0
31,LiquidAI/LFM2-1.2B,1,10.0,10.0,10.0,10.0
63,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,9.0,8.0,6.0
18,meta-llama/Llama-3.3-70B-Instruct,1,7.0,8.0,7.0,6.0
71,shisa-ai/shisa-v2-mistral-small-24b,2,9.0,9.0,6.0,4.0
60,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
40,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,10.0
55,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,9.0,4.0,3.0
12,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,9.0
63,shisa-ai/shisa-v2-qwen2.5-32b,2,10.0,9.0,9.0,6.0
56,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,10.0,9.0
75,meta-llama/Llama-3.1-405B-Instruct,1,9.0,9.0,9.0,6.0
32,Qwen/Qwen3-8B,1,3.0,10.0,10.0,10.0
51,meta-llama/Llama-3.1-405B-Instruct,1,9.0,9.0,8.0,6.0
8,shisa-ai/shisa-v2.1-qwen3-8b,1,2.0,6.0,7.0,3.0
73,shisa-ai/shisa-v2-llama3.1-8b,2,8.0,5.0,3.0,3.0
14,LiquidAI/LFM2-1.2B,2,2.0,3.0,3.0,2.0
48,shisa-ai/shisa-v2-mistral-nemo-12b,1,3.0,4.0,3.0,3.0
49,shisa-ai/shisa-v2-qwen2.5-7b,1,3.0,4.0,3.0,3.0
79,meta-llama/Llama-3.3-70B-Instruct,2,6.0,8.0,7.0,4.0
59,meta-llama/Llama-3.3-70B-Instruct,1,10.0,9.0,7.0,7.0
53,shisa-ai/shisa-v2-llama3.1-405b,1,10.0,9.0,9.0,7.0
38,shisa-ai/shisa-v2.1-lfm2-1.2b,2,7.0,10.0,10.0,10.0
28,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,9.0,10.0,8.0
31,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,10.0,10.0
43,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,8.0
23,Qwen/Qwen3-30B-A3B-Instruct-2507,1,10.0,10.0,10.0,4.0
42,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,10.0,10.0
58,shisa-ai/shisa-v2-unphi4-14b,2,10.0,9.0,9.0,6.0
11,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,10.0,10.0,10.0
58,shisa-ai/shisa-v2.1-lfm2-1.2b,2,4.0,6.0,4.0,3.0
19,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,7.0,7.0,5.0
35,shisa-ai/shisa-v2.1-qwen3-8b,1,10.0,10.0,10.0,10.0
65,shisa-ai/shisa-v2.1-llama3.2-3b,2,6.0,3.0,2.0,2.0
45,shisa-ai/shisa-v2.1-llama3.2-3b,1,2.0,3.0,3.0,2.0
78,meta-llama/Llama-3.1-405B-Instruct,2,10.0,8.0,7.0,5.0
49,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,2,2.0,3.0,3.0,3.0
3,shisa-ai/166-qwen3-30b-a3b-v2.1-dpo-1.2e7,1,10.0,9.0,10.0,9.0
15,Qwen/Qwen3-8B,1,10.0,10.0,10.0,10.0
51,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,9.0,9.0,10.0,8.0
62,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,7.0,3.0
51,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,5.0,4.0,3.0
31,shisa-ai/shisa-v2-mistral-nemo-12b,1,10.0,10.0,10.0,10.0
80,tokyotech-llm/Llama-3.3-Swallow-70B-Instruct-v0.4,2,10.0,9.0,9.0,8.0
79,shisa-ai/shisa-v2-llama3.1-8b,1,10.0,9.0,9.0,7.0
66,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,10.0,7.0,4.0
21,shisa-ai/shisa-v2.1-lfm2-1.2b,2,10.0,9.0,7.0,4.0
11,shisa-ai/shisa-v2-qwen2.5-32b,1,10.0,10.0,10.0,10.0
14,tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.5,1,10.0,10.0,8.0,10.0
38,LiquidAI/LFM2-1.2B,2,3.0,10.0,10.0,9.0
26,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,10.0,6.0
27,meta-llama/Llama-3.3-70B-Instruct,1,10.0,9.0,9.0,8.0
25,meta-llama/Llama-3.3-70B-Instruct,2,10.0,9.0,8.0,5.0
41,shisa-ai/shisa-v2-unphi4-14b,2,2.0,2.0,3.0,3.0
14,shisa-ai/shisa-v2-mistral-nemo-12b,2,10.0,10.0,10.0,10.0
51,shisa-ai/llama3.3-70b-merge-nuslerp-168-176-base,1,10.0,9.0,10.0,8.0
2,shisa-ai/shisa-v2-mistral-small-24b,2,10.0,9.0,9.0,7.0
18,shisa-ai/shisa-v2.1-qwen3-8b,1,9.0,9.0,10.0,9.0
48,shisa-ai/shisa-v2.1-llama3.2-3b,2,10.0,9.0,7.0,8.0
28,shisa-ai/shisa-v2.1-llama3.2-3b,1,9.0,9.0,7.0,6.0
61,meta-llama/Llama-3.1-405B-Instruct,2,10.0,9.0,8.0,4.0
6,shisa-ai/shisa-v2.1-lfm2-1.2b,2,2.0,2.0,2.0,2.0
63,shisa-ai/shisa-v2-llama3.1-405b,2,10.0,9.0,9.0,4.0
67,Qwen/Qwen3-30B-A3B-Instruct-2507,2,10.0,9.0,7.0,2.0
